method,problem_id,candidate_id,parsed_candidate_rank,executable,solver_status,objective_correct_posthoc,structure_score,consensus_score,selection_score,selected
Consensus only,single_item_multi_period_shortage_0000,Qwen3-8B_k6,6,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0000,Qwen3-8B_k7,7,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0001,Qwen3-8B_k0,0,True,Optimal,1.0,0.8611111111111112,0.875,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0001,Qwen3-8B_k1,1,True,Optimal,1.0,0.8444444444444444,0.875,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0001,Qwen3-8B_k2,2,True,Optimal,0.0,0.8611111111111112,0.125,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0001,Qwen3-8B_k3,3,True,Optimal,1.0,0.8611111111111112,0.875,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0001,Qwen3-8B_k4,4,True,Optimal,1.0,0.8611111111111112,0.875,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0001,Qwen3-8B_k5,5,True,Optimal,1.0,0.8611111111111112,0.875,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0001,Qwen3-8B_k6,6,True,Optimal,1.0,0.8444444444444444,0.875,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0001,Qwen3-8B_k7,7,True,Optimal,1.0,0.8444444444444444,0.875,0.9455555555555556,True
Consensus only,single_item_multi_period_shortage_0002,Qwen3-8B_k0,0,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0002,Qwen3-8B_k1,1,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0002,Qwen3-8B_k2,2,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0002,Qwen3-8B_k3,3,True,Optimal,1.0,0.8611111111111112,0.125,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0002,Qwen3-8B_k4,4,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,True
Consensus only,single_item_multi_period_shortage_0002,Qwen3-8B_k5,5,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0002,Qwen3-8B_k6,6,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0002,Qwen3-8B_k7,7,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0003,Qwen3-8B_k0,0,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0003,Qwen3-8B_k1,1,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0003,Qwen3-8B_k2,2,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0003,Qwen3-8B_k3,3,True,Optimal,0.0,0.8444444444444444,0.125,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0003,Qwen3-8B_k4,4,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0003,Qwen3-8B_k5,5,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0003,Qwen3-8B_k6,6,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,True
Consensus only,single_item_multi_period_shortage_0003,Qwen3-8B_k7,7,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0004,Qwen3-8B_k0,0,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0004,Qwen3-8B_k1,1,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0004,Qwen3-8B_k2,2,True,Optimal,0.0,0.8444444444444444,0.125,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0004,Qwen3-8B_k3,3,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0004,Qwen3-8B_k4,4,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,True
Consensus only,single_item_multi_period_shortage_0004,Qwen3-8B_k5,5,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0004,Qwen3-8B_k6,6,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0004,Qwen3-8B_k7,7,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0005,Qwen3-8B_k0,0,True,Optimal,1.0,0.8444444444444444,0.875,0.9455555555555556,True
Consensus only,single_item_multi_period_shortage_0005,Qwen3-8B_k1,1,True,Optimal,1.0,0.8444444444444444,0.875,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0005,Qwen3-8B_k2,2,True,Optimal,1.0,0.8444444444444444,0.875,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0005,Qwen3-8B_k3,3,True,Optimal,1.0,0.8444444444444444,0.875,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0005,Qwen3-8B_k4,4,True,Optimal,1.0,0.8444444444444444,0.875,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0005,Qwen3-8B_k5,5,True,Optimal,0.0,0.8444444444444444,0.125,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0005,Qwen3-8B_k6,6,True,Optimal,1.0,0.8444444444444444,0.875,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0005,Qwen3-8B_k7,7,True,Optimal,1.0,0.8444444444444444,0.875,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0006,Qwen3-8B_k0,0,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0006,Qwen3-8B_k1,1,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0006,Qwen3-8B_k2,2,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0006,Qwen3-8B_k3,3,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0006,Qwen3-8B_k4,4,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0006,Qwen3-8B_k5,5,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,True
Consensus only,single_item_multi_period_shortage_0006,Qwen3-8B_k6,6,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0006,Qwen3-8B_k7,7,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0007,Qwen3-8B_k0,0,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0007,Qwen3-8B_k1,1,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0007,Qwen3-8B_k2,2,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,True
Consensus only,single_item_multi_period_shortage_0007,Qwen3-8B_k3,3,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0007,Qwen3-8B_k4,4,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0007,Qwen3-8B_k5,5,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0007,Qwen3-8B_k6,6,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0007,Qwen3-8B_k7,7,True,Optimal,0.0,0.8444444444444444,0.125,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0008,Qwen3-8B_k0,0,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0008,Qwen3-8B_k1,1,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0008,Qwen3-8B_k2,2,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,True
Consensus only,single_item_multi_period_shortage_0008,Qwen3-8B_k3,3,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0008,Qwen3-8B_k4,4,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0008,Qwen3-8B_k5,5,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0008,Qwen3-8B_k6,6,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0008,Qwen3-8B_k7,7,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0009,Qwen3-8B_k0,0,True,Optimal,0.0,0.8444444444444444,0.625,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0009,Qwen3-8B_k1,1,True,Optimal,0.0,0.8444444444444444,0.625,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0009,Qwen3-8B_k2,2,True,Optimal,0.0,0.8444444444444444,0.375,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0009,Qwen3-8B_k3,3,True,Optimal,0.0,0.8444444444444444,0.375,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0009,Qwen3-8B_k4,4,True,Optimal,0.0,0.8444444444444444,0.375,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0009,Qwen3-8B_k5,5,True,Optimal,0.0,0.8444444444444444,0.625,0.9455555555555556,True
Consensus only,single_item_multi_period_shortage_0009,Qwen3-8B_k6,6,True,Optimal,0.0,0.8444444444444444,0.625,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0009,Qwen3-8B_k7,7,True,Optimal,0.0,0.8444444444444444,0.625,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0010,Qwen3-8B_k0,0,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0010,Qwen3-8B_k1,1,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0010,Qwen3-8B_k2,2,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0010,Qwen3-8B_k3,3,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0010,Qwen3-8B_k4,4,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,True
Consensus only,single_item_multi_period_shortage_0010,Qwen3-8B_k5,5,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0010,Qwen3-8B_k6,6,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0010,Qwen3-8B_k7,7,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0011,Qwen3-8B_k0,0,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0011,Qwen3-8B_k1,1,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0011,Qwen3-8B_k2,2,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0011,Qwen3-8B_k3,3,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0011,Qwen3-8B_k4,4,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0011,Qwen3-8B_k5,5,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0011,Qwen3-8B_k6,6,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0011,Qwen3-8B_k7,7,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,True
Consensus only,single_item_multi_period_shortage_0012,Qwen3-8B_k0,0,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,True
Consensus only,single_item_multi_period_shortage_0012,Qwen3-8B_k1,1,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0012,Qwen3-8B_k2,2,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0012,Qwen3-8B_k3,3,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0012,Qwen3-8B_k4,4,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0012,Qwen3-8B_k5,5,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0012,Qwen3-8B_k6,6,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0012,Qwen3-8B_k7,7,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0013,Qwen3-8B_k0,0,True,Optimal,0.0,0.8444444444444444,0.625,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0013,Qwen3-8B_k1,1,True,Optimal,1.0,0.8444444444444444,0.375,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0013,Qwen3-8B_k2,2,True,Optimal,0.0,0.8444444444444444,0.625,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0013,Qwen3-8B_k3,3,True,Optimal,0.0,0.8444444444444444,0.625,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0013,Qwen3-8B_k4,4,True,Optimal,1.0,0.8444444444444444,0.375,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0013,Qwen3-8B_k5,5,True,Optimal,0.0,0.8444444444444444,0.625,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0013,Qwen3-8B_k6,6,True,Optimal,1.0,0.8444444444444444,0.375,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0013,Qwen3-8B_k7,7,True,Optimal,0.0,0.8444444444444444,0.625,0.9455555555555556,True
Consensus only,single_item_multi_period_shortage_0014,Qwen3-8B_k0,0,True,Optimal,1.0,0.8444444444444444,0.5,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0014,Qwen3-8B_k1,1,True,Optimal,0.0,0.8611111111111112,0.5,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0014,Qwen3-8B_k2,2,True,Optimal,1.0,0.8444444444444444,0.5,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0014,Qwen3-8B_k3,3,True,Optimal,1.0,0.8444444444444444,0.5,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0014,Qwen3-8B_k4,4,True,Optimal,0.0,0.8611111111111112,0.5,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0014,Qwen3-8B_k5,5,True,Optimal,1.0,0.8444444444444444,0.5,0.9455555555555556,True
Consensus only,single_item_multi_period_shortage_0014,Qwen3-8B_k6,6,True,Optimal,0.0,0.8611111111111112,0.5,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0014,Qwen3-8B_k7,7,True,Optimal,0.0,0.8611111111111112,0.5,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0015,Qwen3-8B_k0,0,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0015,Qwen3-8B_k1,1,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0015,Qwen3-8B_k2,2,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0015,Qwen3-8B_k3,3,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0015,Qwen3-8B_k4,4,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0015,Qwen3-8B_k5,5,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0015,Qwen3-8B_k6,6,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,True
Consensus only,single_item_multi_period_shortage_0015,Qwen3-8B_k7,7,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0016,Qwen3-8B_k0,0,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0016,Qwen3-8B_k1,1,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0016,Qwen3-8B_k2,2,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0016,Qwen3-8B_k3,3,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0016,Qwen3-8B_k4,4,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,True
Consensus only,single_item_multi_period_shortage_0016,Qwen3-8B_k5,5,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0016,Qwen3-8B_k6,6,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0016,Qwen3-8B_k7,7,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0017,Qwen3-8B_k0,0,True,Optimal,0.0,0.8611111111111112,0.625,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0017,Qwen3-8B_k1,1,True,Optimal,0.0,0.8611111111111112,0.625,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0017,Qwen3-8B_k2,2,True,Optimal,1.0,0.8611111111111112,0.25,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0017,Qwen3-8B_k3,3,True,Optimal,0.0,0.8611111111111112,0.625,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0017,Qwen3-8B_k4,4,True,Optimal,0.0,0.8611111111111112,0.625,0.951388888888889,True
Consensus only,single_item_multi_period_shortage_0017,Qwen3-8B_k5,5,True,Optimal,1.0,0.8611111111111112,0.25,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0017,Qwen3-8B_k6,6,True,Optimal,0.0,0.8611111111111112,0.125,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0017,Qwen3-8B_k7,7,True,Optimal,0.0,0.8611111111111112,0.625,0.951388888888889,False
Consensus only,single_item_multi_period_shortage_0018,Qwen3-8B_k0,0,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0018,Qwen3-8B_k1,1,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0018,Qwen3-8B_k2,2,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0018,Qwen3-8B_k3,3,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0018,Qwen3-8B_k4,4,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0018,Qwen3-8B_k5,5,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0018,Qwen3-8B_k6,6,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,True
Consensus only,single_item_multi_period_shortage_0018,Qwen3-8B_k7,7,True,Optimal,1.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0019,Qwen3-8B_k0,0,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0019,Qwen3-8B_k1,1,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0019,Qwen3-8B_k2,2,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,True
Consensus only,single_item_multi_period_shortage_0019,Qwen3-8B_k3,3,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0019,Qwen3-8B_k4,4,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0019,Qwen3-8B_k5,5,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0019,Qwen3-8B_k6,6,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_item_multi_period_shortage_0019,Qwen3-8B_k7,7,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,False
Consensus only,single_period_newsvendor_0000,Qwen3-8B_k0,0,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,False
Consensus only,single_period_newsvendor_0000,Qwen3-8B_k1,1,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,True
Consensus only,single_period_newsvendor_0000,Qwen3-8B_k2,2,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,False
Consensus only,single_period_newsvendor_0000,Qwen3-8B_k3,3,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,False
Consensus only,single_period_newsvendor_0000,Qwen3-8B_k4,4,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,False
Consensus only,single_period_newsvendor_0000,Qwen3-8B_k5,5,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,False
Consensus only,single_period_newsvendor_0000,Qwen3-8B_k6,6,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,False
Consensus only,single_period_newsvendor_0000,Qwen3-8B_k7,7,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,False
Consensus only,single_period_newsvendor_0001,Qwen3-8B_k0,0,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,False
Consensus only,single_period_newsvendor_0001,Qwen3-8B_k1,1,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,False
Consensus only,single_period_newsvendor_0001,Qwen3-8B_k2,2,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,False
Consensus only,single_period_newsvendor_0001,Qwen3-8B_k3,3,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,False
Consensus only,single_period_newsvendor_0001,Qwen3-8B_k4,4,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,True
Consensus only,single_period_newsvendor_0001,Qwen3-8B_k5,5,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,False
Consensus only,single_period_newsvendor_0001,Qwen3-8B_k6,6,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,False
Consensus only,single_period_newsvendor_0001,Qwen3-8B_k7,7,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,False
Consensus only,single_period_newsvendor_0002,Qwen3-8B_k0,0,True,Optimal,1.0,0.8611111111111112,0.75,0.951388888888889,False
Consensus only,single_period_newsvendor_0002,Qwen3-8B_k1,1,True,Optimal,1.0,0.8611111111111112,0.75,0.951388888888889,False
Consensus only,single_period_newsvendor_0002,Qwen3-8B_k2,2,True,Optimal,1.0,0.8611111111111112,0.75,0.951388888888889,False
Consensus only,single_period_newsvendor_0002,Qwen3-8B_k3,3,True,Optimal,0.0,0.7944444444444445,0.25,0.8972222222222221,False
Consensus only,single_period_newsvendor_0002,Qwen3-8B_k4,4,True,Optimal,1.0,0.8611111111111112,0.75,0.951388888888889,True
Consensus only,single_period_newsvendor_0002,Qwen3-8B_k5,5,True,Optimal,0.0,0.7944444444444445,0.25,0.8972222222222221,False
Consensus only,single_period_newsvendor_0002,Qwen3-8B_k6,6,True,Optimal,1.0,0.8611111111111112,0.75,0.951388888888889,False
Consensus only,single_period_newsvendor_0002,Qwen3-8B_k7,7,True,Optimal,1.0,0.8611111111111112,0.75,0.951388888888889,False
Consensus only,single_period_newsvendor_0003,Qwen3-8B_k0,0,False,Error,0.0,0.0,0.0,0.0,False
Consensus only,single_period_newsvendor_0003,Qwen3-8B_k1,1,False,Error,0.0,0.0,0.0,0.0,False
Consensus only,single_period_newsvendor_0003,Qwen3-8B_k2,2,False,Error,0.0,0.0,0.0,0.0,False
Consensus only,single_period_newsvendor_0003,Qwen3-8B_k3,3,False,Error,0.0,0.0,0.0,0.0,False
Consensus only,single_period_newsvendor_0003,Qwen3-8B_k4,4,False,Error,0.0,0.0,0.0,0.0,False
Consensus only,single_period_newsvendor_0003,Qwen3-8B_k5,5,False,Error,0.0,0.0,0.0,0.0,False
Consensus only,single_period_newsvendor_0003,Qwen3-8B_k6,6,False,Error,0.0,0.0,0.0,0.0,False
Consensus only,single_period_newsvendor_0003,Qwen3-8B_k7,7,False,Error,0.0,0.0,0.0,0.0,True
Consensus only,single_period_newsvendor_0004,Qwen3-8B_k0,0,False,Error,0.0,0.0,0.0,0.0,False
Consensus only,single_period_newsvendor_0004,Qwen3-8B_k1,1,False,Error,0.0,0.0,0.0,0.0,False
Consensus only,single_period_newsvendor_0004,Qwen3-8B_k2,2,False,Error,0.0,0.0,0.0,0.0,True
Consensus only,single_period_newsvendor_0004,Qwen3-8B_k3,3,False,Error,0.0,0.0,0.0,0.0,False
Consensus only,single_period_newsvendor_0004,Qwen3-8B_k4,4,False,Error,0.0,0.0,0.0,0.0,False
Consensus only,single_period_newsvendor_0004,Qwen3-8B_k5,5,False,Error,0.0,0.0,0.0,0.0,False
Consensus only,single_period_newsvendor_0004,Qwen3-8B_k6,6,False,Error,0.0,0.0,0.0,0.0,False
Consensus only,single_period_newsvendor_0004,Qwen3-8B_k7,7,False,Error,0.0,0.0,0.0,0.0,False
Consensus only,single_period_newsvendor_0005,Qwen3-8B_k0,0,False,Error,0.0,0.0,0.0,0.0,False
Consensus only,single_period_newsvendor_0005,Qwen3-8B_k1,1,False,Error,0.0,0.0,0.0,0.0,False
Consensus only,single_period_newsvendor_0005,Qwen3-8B_k2,2,False,Error,0.0,0.0,0.0,0.0,False
Consensus only,single_period_newsvendor_0005,Qwen3-8B_k3,3,False,Error,0.0,0.0,0.0,0.0,False
Consensus only,single_period_newsvendor_0005,Qwen3-8B_k4,4,False,Error,0.0,0.0,0.0,0.0,True
Consensus only,single_period_newsvendor_0005,Qwen3-8B_k5,5,False,Error,0.0,0.0,0.0,0.0,False
Consensus only,single_period_newsvendor_0005,Qwen3-8B_k6,6,False,Error,0.0,0.0,0.0,0.0,False
Consensus only,single_period_newsvendor_0005,Qwen3-8B_k7,7,False,Error,0.0,0.0,0.0,0.0,False
Consensus only,single_period_newsvendor_0006,Qwen3-8B_k0,0,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,False
